,line,day_of_week,hour,day,month,count
3987,6,6,19,18,10,8
3988,A,2,11,7,10,6
3989,7,5,15,17,10,1
3990,7,5,17,10,10,2
3991,D,3,14,22,10,10
3992,Z,5,0,31,10,1
3993,3,1,14,20,10,4
3994,C,1,8,6,10,10
3995,Z,2,18,21,10,1
3996,E,2,0,28,10,8
3997,L,1,23,6,10,5
3998,E,3,17,8,10,9
3999,GS,6,4,18,10,1
4000,D,3,4,1,10,4
4001,2,0,6,19,10,3
4002,2,1,5,20,10,7
4003,Q,4,20,2,10,10
4004,1,3,0,22,10,10
4005,R,0,2,26,10,2
4006,R,5,7,31,10,2
4007,Q,5,16,10,10,12
4008,5,6,15,25,10,2
4009,R,1,14,13,10,8
4010,2,0,20,5,10,5
4011,N,1,19,20,10,17
4012,L,3,18,8,10,2
4013,Q,4,10,9,10,3
4014,Q,3,3,8,10,3
4015,1,3,10,8,10,14
4016,4,1,10,6,10,4
4017,4,3,15,15,10,2
4018,6,0,1,5,10,1
4019,4,5,11,24,10,4
4020,R,6,5,4,10,1
4021,6,2,22,21,10,7
4022,C,0,14,19,10,19
4023,E,0,22,19,10,14
4024,D,3,14,1,10,5
4025,5,1,13,20,10,3
4026,2,1,8,13,10,2
4027,J,2,5,28,10,1
4028,C,4,11,23,10,15
4029,E,0,17,12,10,9
4030,F,5,6,10,10,1
4031,GS,4,7,16,10,2
4032,M,4,3,2,10,2
4033,M,6,3,11,10,3
4034,M,2,12,14,10,12
4035,5,1,13,13,10,1
4036,J,0,0,5,10,1
4037,Q,3,9,22,10,7
4038,N,0,6,12,10,1
4039,4,2,0,21,10,3
4040,E,2,7,28,10,16
4041,M,1,6,13,10,12
4042,J,6,16,18,10,1
4043,4,1,11,20,10,3
4044,F,0,11,12,10,19
4045,3,5,14,24,10,4
4046,A,5,4,10,10,8
4047,6,5,20,10,10,15
4048,D,6,5,4,10,2
4049,3,3,19,22,10,3
4050,M,5,14,17,10,10
4051,M,4,5,16,10,4
4052,5,5,7,24,10,1
4053,M,2,14,7,10,11
4054,7,2,8,21,10,1
4055,4,5,17,31,10,4
4056,J,5,1,24,10,1
4057,1,5,17,3,10,18
4058,1,6,4,25,10,9
4059,1,6,11,4,10,15
4060,2,6,10,11,10,3
4061,A,5,2,24,10,8
4062,F,3,21,15,10,12
4063,L,4,4,23,10,3
4064,1,5,1,10,10,14
4065,E,2,13,28,10,10
4066,A,3,14,15,10,10
4067,6,0,2,26,10,1
4068,1,2,2,14,10,5
4069,1,5,10,10,10,17
4070,A,5,9,10,10,12
4071,1,3,10,22,10,11
4072,C,2,9,7,10,13
4073,Z,4,19,23,10,3
4074,Z,3,14,22,10,1
4075,F,5,2,24,10,7
4076,5,1,21,13,10,3
4077,C,2,19,14,10,18
4078,5,5,13,24,10,3
4079,A,3,8,1,10,4
4080,D,4,18,9,10,5
4081,F,1,11,27,10,11
4082,E,3,20,15,10,7
4083,E,1,9,6,10,8
4084,1,3,13,22,10,11
4085,2,4,17,16,10,4
4086,1,0,20,26,10,11
4087,F,2,7,21,10,8
4088,D,4,3,30,10,1
4089,7,2,14,7,10,2
4090,1,3,18,8,10,15
4091,M,4,4,2,10,3
4092,3,1,16,13,10,2
4093,A,2,7,14,10,6
4094,5,4,17,2,10,5
4095,F,3,13,1,10,11
4096,5,5,23,17,10,1
4097,M,5,12,24,10,5
4098,F,5,21,3,10,15
4099,2,5,5,10,10,1
4100,Z,6,10,18,10,2
4101,C,4,6,23,10,11
4102,R,6,12,11,10,16
4103,3,5,6,3,10,3
4104,A,5,3,10,10,6
4105,6,4,18,9,10,5
4106,6,3,1,29,10,2
4107,3,3,18,1,10,2
4108,E,3,7,15,10,11
4109,3,5,16,17,10,6
4110,R,2,4,7,10,1
4111,Q,3,15,29,10,6
4112,6,2,18,14,10,19
4113,Q,3,10,15,10,10
4114,3,5,5,3,10,1
4115,6,3,13,29,10,13
4116,F,4,15,23,10,11
4117,2,0,3,5,10,2
4118,F,4,13,2,10,4
4119,5,5,16,3,10,1
4120,A,4,7,9,10,6
4121,J,6,2,4,10,2
4122,5,4,1,2,10,2
4123,N,1,13,20,10,10
4124,M,3,19,22,10,5
4125,7,0,11,26,10,3
4126,1,3,21,22,10,13
4127,A,6,0,4,10,16
4128,N,2,15,7,10,5
4129,M,3,0,15,10,6
4130,E,0,5,5,10,5
4131,R,5,0,31,10,6
4132,E,5,16,24,10,11
4133,Z,5,14,24,10,1
4134,3,2,6,7,10,3
4135,3,2,16,28,10,2
4136,3,5,11,17,10,9
4137,Q,3,0,29,10,1
4138,F,6,13,25,10,6
4139,Q,1,15,6,10,6
4140,L,5,21,31,10,5
4141,3,6,1,18,10,6
4142,5,3,12,8,10,5
4143,6,5,20,24,10,16
4144,1,6,3,18,10,8
4145,3,4,16,30,10,3
4146,L,5,13,31,10,1
4147,L,5,2,10,10,2
4148,7,1,4,13,10,1
4149,C,0,7,12,10,8
4150,M,4,1,23,10,6
4151,7,4,14,9,10,2
4152,1,0,13,12,10,18
4153,2,6,18,4,10,2
4154,Q,3,18,22,10,8
4155,C,2,7,14,10,7
4156,F,4,19,23,10,13
4157,GS,4,11,9,10,1
4158,E,6,16,25,10,11
4159,R,4,19,30,10,10
4160,E,5,8,24,10,7
4161,C,1,10,20,10,8
4162,M,1,7,6,10,13
4163,A,4,5,9,10,4
4164,D,0,20,19,10,2
4165,F,0,0,19,10,3
4166,E,5,6,3,10,2
4167,M,4,17,9,10,6
4168,M,3,17,15,10,6
4169,Q,6,16,18,10,8
4170,4,5,17,3,10,2
4171,E,0,13,12,10,12
4172,A,2,3,7,10,2
4173,4,2,17,7,10,2
4174,1,4,5,16,10,5
4175,1,3,20,1,10,13
4176,1,5,0,3,10,13
4177,2,6,10,18,10,4
4178,E,1,20,27,10,9
4179,3,1,17,6,10,1
4180,4,6,4,4,10,2
4181,3,6,22,11,10,2
4182,R,2,22,14,10,14
4183,E,0,18,26,10,11
4184,Z,6,2,4,10,2
4185,L,3,6,8,10,1
4186,3,1,21,20,10,3
4187,6,6,21,11,10,5
4188,Z,2,3,28,10,2
4189,L,0,9,19,10,1
