,line,day_of_week,hour,day,month,count
6686,6,0,18,25,1,9
6687,1,4,13,22,1,10
6688,N,2,6,6,1,2
6689,R,1,1,5,1,4
6690,E,6,15,10,1,27
6691,1,5,10,23,1,4
6692,3,6,9,17,1,4
6693,3,4,4,8,1,2
6694,4,6,0,17,1,2
6695,R,6,12,17,1,20
6696,J,4,13,29,1,1
6697,Z,6,8,17,1,1
6698,1,2,18,6,1,20
6699,M,5,2,30,1,6
6700,A,5,12,23,1,1
6701,D,6,13,3,1,8
6702,R,6,11,24,1,10
6703,E,6,10,31,1,7
6704,E,4,10,22,1,11
6705,L,6,1,3,1,1
6706,2,1,8,26,1,2
6707,F,6,17,24,1,12
6708,A,5,16,9,1,7
6709,2,3,23,21,1,4
6710,4,3,10,21,1,2
6711,N,0,4,18,1,1
6712,N,5,11,9,1,12
6713,2,2,1,6,1,2
6714,Q,1,15,12,1,6
6715,4,6,11,24,1,4
6716,Q,6,17,17,1,9
6717,4,4,8,22,1,3
6718,C,2,22,20,1,7
6719,4,5,0,30,1,2
6720,A,2,8,13,1,5
6721,C,3,8,14,1,9
6722,D,2,14,27,1,9
6723,Z,6,17,17,1,1
6724,N,0,5,25,1,3
6725,5,4,10,29,1,2
6726,GS,3,9,14,1,2
6727,3,6,18,31,1,3
6728,Q,0,7,4,1,3
6729,R,2,6,27,1,4
6730,D,6,16,24,1,6
6731,N,6,12,31,1,7
6732,A,1,21,19,1,4
6733,7,3,10,21,1,3
6734,D,3,5,21,1,1
